┼进制	十进制
实践是检验真理的惟一标准	实践是检验真理的唯一标准
实况报导	实况报道
实象	实像
拾金不味	拾金不昧
拾人唾馀	拾人唾余
拾遗补阙	拾遗补缺
食不裹腹	食不果腹
食不餬口	食不糊口
食不厌精脍不厌细	食不厌精，脍不厌细
食不终味	食不重味
食完饭	吃完饭
食鱼遇鯖	食鱼遇鲭
食占不化	食古不化
食子徇君	食子殉君
史丹佛大学	斯坦福大学
史特劳斯	施特劳斯
史无前列	史无前例
矢石不二	矢志不二
豕虎传譌	豕虎传讹
使叮当响	使丁当响
使光采	使光彩
使节身分	使节身份
使料不及	始料不及
使松驰	使松弛
使误入岐途	使误入歧途
使心彆气	使心别气
使心用倖	使心用幸
使心作倖	使心作幸
使性摜气	使性掼气
使粘结	使黏结
始末原由	始末缘由
始终不逾	始终不渝
始终不遇	始终不渝
始作涌者	始作俑者
始做俑者	始作俑者
屎蚵蜋	屎壳郎
士别三日当刮目相待	士别三日，当刮目相待
士女画	仕女画
士为知己	视为知己
世谷地	世俗地
世界管	世界观
世界联华	世纪联华
世局多变	时局多变
世上无难事只怕有心人	世上无难事，只怕有心人
世外桃园	世外桃源
市场扫瞄	市场扫描
市况报导	实况报道
市民身分	市民身份
示贬於褒	示贬于褒
式样新颍	式样新颖
事必恭亲	事必躬亲
事不迟宜	事不宜迟
事不关己高高挂起	事不关己，高高挂起
事不有馀	事不有余
事得其反	适得其反
事非	是非
事过景迁	事过境迁
事绩	事迹
事实真象	事实真相
事与原违	事与愿违
事在必行	势在必行
侍才傲物	恃才傲物
侍侯	侍候
势不可当	势不可挡
势下两立	势不两立
视如敝徙	视如敝屣
视若兒戏	视若儿戏
视偌罔闻	视若罔闻
视偌无睹	视若无睹
视同兒戏	视同儿戏
视为兒戏	视为儿戏
视阈	视域
试目可待	拭目可待
试目以待	拭目以待
室而人远	室迩人远
室如悬磐	室如悬磬
恃强陵弱	恃强凌弱
是甚么	是什么
是由赞成	是否赞成
嗜酒成僻	嗜酒成癖
誓辞	誓词
適材適所	适材适所
適当其冲	适当其冲
適当其时	适当其时
適得其反	适得其反
適逢其会	适逢其会
適逢其时	适逢其时
適居其反	适居其反
適可而止	适可而止
適情率意	适情率意
適情任欲	适情任欲
適如其分	适如其分
適时应务	适时应务
適俗随时	适俗随时
適心娱目	适心娱目
適性任情	适性任情
適性忘虑	适性忘虑
適以相成	适以相成
噬箘体	噬菌体
收伏	收服
收歛性	收敛性
收茂	收藏
收茂夹	收藏夹
收茂家	收藏家
收茂了	收藏了
收入帐	收入账
收帐	收账
手不失卷	手不释卷
手法主义	守法主义
手痕脚痒	手痛脚痒
手急眼快	手疾眼快
手脚俐落	手脚利落
手脚乾净	手脚干净
手溜弹	手榴弹
手溜弹　	手榴弹
手曲一指	首屈一指
手屈一指	首屈一指
手提带	手提袋
手头宽余	手头宽裕
手午足蹈	手舞足蹈
手足无错	手足无措
手足重茧	手足重趼
守侯	守候
守猎	狩猎
守如处女出如脱兔	守如处女，出如脱兔
守先待後	守先待后
首唱义兵	首倡义兵
首曲一指	首屈一指
首坐	首座
受宠偌惊	受宠若惊
受到积压	受到挤压
受到局限性	受到局限
受庞若惊	受宠若惊
受益非浅	受益匪浅
受益匪浅	受益非浅
受予	授予
受予奖章	授予奖章
受与	授予
受与奖章	授与奖章
兽穷则齧	兽穷则啮
授柄於人	授柄于人
授与	授予
授与奖章	授予奖章
授之父母	受之父母
授职惟贤	授职唯贤
瘦骨零丁	瘦骨伶仃
书报滩	书报摊
书厨	书橱
书獃子	书呆子
书柬	书简
书生义气	书生意气
书声琅朗	书声琅琅
书声朗朗	书声琅琅
书同文车同轨	书同文，车同轨
书写了草	书写潦草
书扎	书札
倏关	攸关
梳装	梳妆
梳装打扮	梳妆打扮
疏不閒亲	疏不间亲
疏球	琉球
舒肝理气	疏肝理气
赎职	渎职
黍秀宫庭	黍秀宫廷
署期	暑期
鼠肚鸡场	鼠肚鸡肠
鼠肝蟲臂	鼠肝虫臂
鼠目麞头	鼠目獐头
鼠齧虫穿	鼠啮虫穿
鼠齧蟲穿	鼠啮虫穿
鼠齧蠹蚀	鼠啮蠹蚀
鼠屎汙羹	鼠屎污羹
蜀中无大将廖化作先锋	蜀中无大将，廖化作先锋
曙後星孤	曙后星孤
戍戌	戊戌
戍戌政变	戊戌政变
束手就禽	束手就擒
述而不做	述而不作
树倒猢孙散	树倒猢狲散
树倒猢猻散	树倒猢狲散
树懒	树獭
树稍	树梢
树荫	树阴
树荫斑驳	树阴斑驳
树荫凉	树阴凉
树荫凉儿	树阴凉儿
树荫浓郁	树阴浓郁
树指	树脂
恕已及人	恕己及人
恕已及物	恕己及物
数典妄祖	数典忘祖
数东瓜	数冬瓜
数东瓜道茄子	数东瓜，道茄子
数量相待	数量相当
数码像机	数码相机
数奇不遇	数年不遇
数学薄	数学簿
数乙数二	数一数二
刷新纪录	刷新记录
耍尽着数	耍尽招数
耍频嘴	耍贫嘴
耍耍咀皮子	耍耍嘴皮子
衰年幕岁	衰年暮岁
摔不掉	甩不掉
摔交	摔跤
双黄	双簧
双鐄	双簧
双菅齐下	双管齐下
双重身分	双重身份
双足重茧	双足重趼
谁希罕	谁稀罕
谁言寸草心报得三春晖	谁言寸草心，报得三春晖
水长船高	水涨船高
水滴人穿	水滴石穿
水份	水分
水菓	水果
水可载舟亦可覆舟	水可载舟，亦可覆舟
水来伸手饭来张口	水来伸手，饭来张口
水笼头	水龙头
水满金山	水漫金山
水密桃	水蜜桃
水磨功夫	水磨工夫
水气腾腾	水汽腾腾
水乳交溶	水乳交融
水上不服	水土不服
水太清则无鱼	水至清则无鱼
水旺旺	水汪汪
水楔不通	水泄不通
水泻不通	水泄不通
水洩不通	水泄不通
水性扬花	水性杨花
水蒸汽	水蒸气
水中著盐	水中着盐
税捐稽徵	税捐稽征
睡眼朦胧	睡眼蒙眬
睡眼矇眬	睡眼蒙眬
睡眼惺松	睡眼惺忪
睡眼醒忪	睡眼惺忪
睡眼醒松	睡眼惺忪
顺利成章	顺理成章
顺我者昌逆我者亡	顺我者昌，逆我者亡
顺息万变	瞬息万变
顺之者昌逆之者亡	顺之者昌，逆之者亡
说到作到	说到做到
说慌者	说谎者
说一是一说二是二	说一是一，说二是二
烁石流金	铄石流金
朔本穷源	溯本穷源
嗽叭声	喇叭声
嗽口	漱口
丝竹筦弦	丝竹管弦
司各脱	司各特
司空见贯	司空见惯
司马昭之心路人皆知	司马昭之心，路人皆知
私第	私邸
私茂	私藏
私人帐户	私人账户
思辩	思辨
思断义绝	恩断义绝
思将仇报	恩将仇报
思空见惯	司空见惯
思前想後	思前想后
思深义重	恩深义重
思惟	思维
思维定势	思维定式
斯堪地那维亚	斯堪的纳维亚
嘶嘶做声	嘶嘶作声
撕打	厮打
撕杀	厮杀
澌哑的	嘶哑的
死不改诲	死不改悔
死不冥目	死不瞑目
死而後已	死而后已
死衚衕	死胡同
死灰复然	死灰复燃
死皮癞脸	死皮赖脸
死乞百赖	死乞白赖
死气白赖	死乞白赖
死求百赖	死求白赖
死生有命富贵在天	死生有命，富贵在天
死声咷气	死声啕气
死有馀辜	死有余辜
死有馀僇	死有余僇
死有馀责	死有余责
死有馀诛	死有余诛
死有馀罪	死有余罪
死於非命	死于非命
死在足惜	死不足惜
四不象	四不像
四迭体	四叠体
四海昇平	四海升平
四空	司空
四空见惯	司空见惯
四两拔千斤	四两拨千斤
四马难追	驷马难追
四人邦	四人帮
四啼凌空	四蹄凌空
四体不勤五谷不分	四体不勤，五谷不分
四肢打颤	四肢打战
罒鹿罒欶	簏簌
伺侯	伺候
伺瑕导蠙	伺瑕导玭
伺瑕抵蠙	伺瑕抵玭
驷马难迫	驷马难追
驷之过蠙	驷之过玭
肆无忌殚	肆无忌惮
肆业	肄业
騃女痴儿	呆女痴儿
騃女痴兒	呆女痴儿
騃女痴男	呆女痴男
騃童钝夫	呆童钝夫
松柏长青	松柏常青
松柏後凋	松柏后凋
松驰	松弛
松驰朝纲	松弛朝纲
松驰神经	松弛神经
松驰一下	松弛一下
松塌榻	松塌塌
崧生岳降	嵩生岳降
悚人听闻	耸人听闻
耸然	悚然
诵古非今	颂古非今
颂古诽今	颂古非今
搜岩采幹	搜岩采干
苏利南	苏里南
苏彝士运河	苏伊士运河
酥油荼	酥油茶
夙敌	宿敌
夙来	素来
夙儒	宿儒
夙兴野寐	夙兴夜寐
夙怨	宿怨
素昧平身	素昧平生
宿诺	夙诺
宿水飡风	宿水餐风
宿愿	夙愿
宿愿得偿	夙愿得偿
骕騻	骕骦
粟子树	栗子树
塑象	塑像
溯本穷沅	溯本穷源
鹔鷞	鹔鹴
僳僳族	傈僳族
酸硷度	酸碱度
算无疑策	算无遗策
算帐	算账
算总帐	算总账
虽死之日犹生之年	虽死之日，犹生之年
绥汾河	绥芬河
绥汾河市	绥芬河市
隋阳帝	隋炀帝
随便糟踏	随便糟蹋
随风播落	随风飘落
随风漂荡	随风飘荡
随合	随和
随声附合	随声附和
随世沈浮	随世沉浮
随俗浮沈	随俗浮沉
随俗沈浮	随俗沉浮
随宜	随意
随迂而安	随遇而安
随珠弹雀	隋珠弹雀
随珠和璧	隋珠和璧
岁在龙虵	岁在龙蛇
祟高	崇高
祟高志向	崇高志向
谇帚德耡	谇帚德锄
碎瓦穨垣	碎瓦颓垣
所费不赀	所费不资
所做所为	所作所为
索非亚	索菲亚
索垢疵	索垢寻疵
锁事	琐事
锁碎	琐碎
锁碎小事	琐碎小事
他山之石可以攻玉	他山之石，可以攻玉
它山之石	他山之石
塌实	踏实
狧穅及米	狧糠及米
遝冈复岭	沓冈复岭
榻榻实实	踏踏实实
踏故習常	踏故习常
踏破铁鞋无觅处得来全不费工夫	踏破铁鞋无觅处，得来全不费工夫
踏心	塌心
踏雪鲟熊	踏雪寻熊
台上一分钟台下十年功	台上一分钟，台下十年功
台帐	台账
抬金不昧	拾金不昧
抬桥	抬轿
苔癣	苔藓
太公钓鱼愿者上钩	太公钓鱼，愿者上钩
太极而否	泰极而否
太然处之	泰然处之
太然自若	泰然自若
太山北斗	泰山北斗
太岁爷上动土	太岁头上动土
太宛转了	太婉转了
态度暖昧	态度暧昧
泰阿倒持	太阿倒持
泰山盘石	泰山磐石
泰唔士	泰晤士
贪得无餍	贪得无厌
贪夫狥财	贪夫徇财
贪夫狥利	贪夫徇利
贪夫殉财	贪夫徇财
贪夫殉利	贪夫徇利
贪功起釁	贪功起衅
贪惏无餍	贪婪无厌
贪汙狼藉	贪污狼藉
贪脏	贪赃
贪脏枉法	贪赃枉法
滩頭	滩头
谈不陇	谈不拢
谈笑风声	谈笑风生
痰阙	痰厥
痰阙中风	痰厥中风
坦尚尼亚	坦桑尼亚
坦胸露背	袒胸露背
坦胸露臂	袒胸露臂
炭水化合	碳水化合
炭酸盐	碳酸盐
探勘者	勘探者
唐·吉诃德	唐吉诃德
唐醋	糖醋
唐醋排骨	糖醋排骨
唐棣	棠棣
唐吉柯德	唐吉诃德
唐老鸦	唐老鸭
唐憎	唐僧
堂花	唐花
堂黄	堂皇
堂煌	堂皇
堂吉诃德	唐吉诃德
堂上一呼阶下百诺	堂上一呼，阶下百诺
膛目	瞠目
膛目结舌	瞠目结舌
糖衣砲弹	糖衣炮弹
螳臂挡车	螳臂当车
螳螂捕蝉黄雀在后	螳螂捕蝉，黄雀在后
醣厂	糖厂
醣醋	糖醋
醣果	糖果
醣化	糖化
醣浆	糖浆
醣精	糖精
醣类	糖类
醣蜜	糖蜜
醣尿病	糖尿病
醣水	糖水
醣衣	糖衣
倘佯	徜徉
淌水过河	蹚水过河
淌水过去	趟水过去
傥来之物	倘来之物
躺著地	躺着地
趟道	蹚道
趟路	蹚路
弢迹匿光	韬迹匿光
掏米	淘米
韬光养诲	韬光养晦
逃之天天	逃之夭夭
桃花讯	桃花汛
桃花园	桃花源
桃李不言下自成蹊	桃李不言，下自成蹊
陶情適性	陶情适性
讨恶翦暴	讨恶剪暴
讨帐	讨账
特别松驰	特别松弛
特别特强调	特别强调
特效葯	特效药
特徵	特征
梯己	体己
踢键子	踢毽子
啼笑姻缘	啼笑因缘
提拨	提拔
提纲携领	提纲挈领
提纲携领地	提纲挈领地
提壶芦	提葫芦
提练	提炼
题出	提出
题辞	题词
题纲	提纲
题纲挈领	提纲挈领
题名道姓	提名道姓
蹄閒三寻	蹄闲三寻
鶗鴂彫卉	鶗鴂雕卉
体态痈肿	体态臃肿
体要	提要
惕励	惕厉
逷听远闻	逖听远闻
替古人耽忧	替古人担忧
天崩地折	天崩地坼
天不做美	天不作美
天长久	天长地久
天从人原	天从人愿
天低吴楚眼空无物	天低吴楚，眼空无物
天翻地复	天翻地覆
天份	天分
天侯	天候
天华乱坠	天花乱坠
天机不可泄	天机不可泄露
天气予报	天气预报
天遣	天谴
天燃气	天然气
天如穹隆	天如穹窿
天生我材必有用	天生我才必有用
天时不如地利地利不如人和	天时不如地利，地利不如人和
天随人原	天随人愿
天网灰灰	天网恢恢
天网恢灰	天网恢恢
天网恢恢疏而不漏	天网恢恢，疏而不漏
天下本无事庸人自扰之	天下本无事，庸人自扰之
天下无难事只怕有心人	天下无难事，只怕有心人
天下兴亡匹夫有责	天下兴亡，匹夫有责
天涯海脚	天涯海角
天涯飘泊	天涯漂泊
天有不测风云人有旦夕祸福	天有不测风云，人有旦夕祸福
天折	夭折
天真烂慢	天真烂漫
天真烂熳	天真烂漫
天值地值	天知地知
天竹黄	天竺黄
天姿颍慧	天资颖慧
天姿颖慧	天资颖慧
天资颍慧	天资颖慧
天族地转	天旋地转
添光采	添光彩
添了光采	添了光彩
添校加叶	添枝加叶
添膺	填膺
田菜	甜菜
田梗	田埂
田连仟伯	田连阡陌
田字薄	田字簿
甜密	甜蜜
甜密的梦	甜蜜的梦
甜言密语	甜言蜜语
菾菜	甜菜
填阬满谷	填坑满谷
填鹰	填膺
忝不知耻	恬不知耻
舔瓜子	甜瓜子
靦觍	腼腆
靦覥	腼腆
靦颜人世	腆颜人世
靦颜事仇	腆颜事仇
挑拔	挑拨
挑拔离间	挑拨离间
挑拨离奸	挑拨离间
挑拨事非	挑拨是非
挑脣料嘴	挑唇料嘴
挑逗撩拔	挑逗撩拨
挑么挑六	挑幺挑六
挑三捡四	挑三拣四
挑三检四	挑三拣四
挑牙料脣	挑牙料唇
条分缕拆	条分缕析
条三窝四	挑三窝四
条脩叶贯	条修叶贯
铁板一塊	铁板一块
铁鎝	铁搭
铁骊	铁力
铁面鎗牙	铁面枪牙
铁墙铁壁	铜墙铁壁
铁沙掌	铁砂掌
铁树开华	铁树开花
铁靴政策	铁血政策
帖来帖去	贴来贴去
听侯	听候
听会寥寥	听者寥寥
听随尊便	悉听尊便
亭匀	停匀
停火协办	停火协议
婷婷玉立	亭亭玉立
挺而走险	铤而走险
挺胸突肚	挺胸凸肚
通货膨涨	通货膨胀
通辑	通缉
通前彻後	通前彻后
通前澈後	通前澈后
通前至後	通前至后
通窃	通窍
通溶	通融
通统	通通
通侻	通脱
通险暢机	通险畅机
通霄	通宵
通霄不眠	通宵不眠
通霄不睡	通宵不睡
通霄达旦	通宵达旦
通霄工作	通宵工作
通霄营业	通宵营业
痌瘝在抱	恫瘝在抱
同病相连	同病相怜
同尘合汙	同尘合污
同仇敌慨	同仇敌忾
同归於尽	同归于尽
同夥	同伙
同流合汙	同流合污
同人	同仁
同声相应同气相求	同声相应，同气相求
同是天涯沦落人相逢何必曾相识	同是天涯沦落人，相逢何必曾相识
同心叶力	同心协力
铜脣铁舌	铜唇铁舌
铜钮扣	铜纽扣
铜山西崩洛钟东应	铜山西崩，洛钟东应
铜圆	铜元
瞳人	瞳仁
统计数料	统计数据
痛苦失声	痛哭失声
痛快沉著	痛快沉着
痛於骨髓	痛于骨髓
偷机	投机
偷机取巧	投机取巧
偷粱换柱	偷梁换柱
偷樑换柱	偷梁换柱
媮合苟从	偷合苟从
媮合苟容	偷合苟容
头感晕忽	头感晕乎
头上著头	头上着头
头痛医头脚痛医脚	头痛医头，脚痛医脚
头象	头像
投拆	投诉
投机捣把	投机倒把
投机份子	投机分子
投閒置散	投闲置散
投闲置敬	投闲置散
透澈	透彻
凸板印刷	凸版印刷
图画薄	图画簿
图们	图门
图穷匕现	图穷匕见
图瓦卢	图瓦鲁
图象	图像
图象处理	图像处理
图象设计	图像设计
图象识别	图像识别
徒废唇舌	徒费唇舌
徒讬空言	徒托空言
屠戳	屠戮
屠戳无辜	屠戮无辜
屠毒	荼毒
屠龙之计	屠龙之技
土拔鼠	土拨鼠
土地贫脊	土地贫瘠
土圪瘩	土疙瘩
土老冒	土老帽
土鲁番	吐鲁番
土穰细流	土壤细流
土司面包	吐司面包
土着	土著
土着居民	土著居民
吐珠於泽，谁能不含	吐珠于泽，谁能不含
兔缺乌沈	兔缺乌沉
兔头麞脑	兔头獐脑
抟弄	团弄
推本溯沅	推本溯源
推波助谰	推波助澜
推乾就湿	推干就湿
推委	推诿
推心致腹	推心置腹
推已及人	推己及人
颓丧委靡	颓丧萎靡
退避山舍	退避三舍
退藏於密	退藏于密
退色	褪色
退有後言	退有后言
屯积居奇	囤积居奇
屯邅	迍邅
氽子	汆子
讬凤攀龙	托凤攀龙
讬公报私	托公报私
讬公行私	托公行私
讬孤寄命	托孤寄命
讬骥之蝇	托骥之蝇
讬物陈喻	托物陈喻
讬物感怀	托物感怀
讬物连类	托物连类
讬物引类	托物引类
讬物寓感	托物寓感
讬物寓兴	托物寓兴
讬于空言	托于空言
讬之空言	托之空言
讬诸空言	托诸空言
托车	拖车
托辞	托词
托咐	托付
托辣斯	托拉斯
托玛森	托马森
托思沉思	托腮沉思
托斯陀耶夫斯基	妥斯陀耶夫斯基
拖尾峰	拖尾蜂
脱了裤子放屁	脱裤子放屁
脱氧鸟苷	脱氧尿苷
脱颍而出	脱颖而出
驼鸟	鸵鸟
拓补	拓扑
拓城	柘城
拓朴	拓扑
拓朴学	拓扑学
唾面自乾	唾面自干
跅弢不羁	跅韬不羁
跅不羁	跅弛不羁
哇喇	哇啦
挖墙角	挖墙脚
瓦敕	瓦剌
瓦刺	瓦剌
瓦刺势力	瓦剌势力
瓦解冰销	瓦解冰消
瓦影鱼	瓦影之鱼
歪风斜气	歪风邪气
外电报导	外电报道
外方内员	外方内圆
外彊中乾	外强中干
外经纬	外经委
外强中乾	外强中干
外鹜	外骛
外园内方	外圆内方
弯曲部份	弯曲部分
蜿蜓起伏	蜿蜒起伏
纨袴	纨绔
纨袴膏粱	纨绔膏粱
纨袴子弟	纨绔子弟
纨裤	纨绔
纨裤子弟	纨绔子弟
纨椅子弟	纨绔子弟
完壁归赵	完璧归赵
完谷不化	顽固不化
玩法徇私	玩法殉私
玩故習常	玩故习常
玩皮	顽皮
玩世不公	玩世不恭
玩艺儿	玩意儿
顽固份子	顽固分子
顽耍	玩耍
宛然拒绝	婉然拒绝
宛延	蜿蜒
宛延曲折	蜿蜒曲折
宛言	婉言
宛言拒绝	婉言拒绝
